"PARTICIPANTID","variable","Rating","Type","Instrument","Mode","Background","Gender"
"UK395228_2","VSCH MJ",5,"Chord","Setar","Major","UK","Female"
"UK523822_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK123046_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK499949_1","VSCH MJ",2,"Chord","Setar","Major","UK","Male"
"UK464301_1","VSCH MJ",4,"Chord","Setar","Major","UK","Male"
"UK361432_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK440729_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK386152_1","VSCH MJ",3,"Chord","Setar","Major","UK","Male"
"UK468521_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK490419_1","VSCH MJ",5,"Chord","Setar","Major","UK","Male"
"UK207435_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK130640_1","VSCH MJ",4,"Chord","Setar","Major","UK","Male"
"UK328998_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK822095_1","VSCH MJ",3,"Chord","Setar","Major","UK","Male"
"UK797077_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK81875_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK647420_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK149852_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK716863_1","VSCH MJ",4,"Chord","Setar","Major","UK","Male"
"UK338720_2","VSCH MJ",2,"Chord","Setar","Major","UK","Female"
"UK477753_2","VSCH MJ",5,"Chord","Setar","Major","UK","Female"
"UK734747_1","VSCH MJ",4,"Chord","Setar","Major","UK","Male"
"UK632976_1","VSCH MJ",4,"Chord","Setar","Major","UK","Male"
"UK559939_1","VSCH MJ",2,"Chord","Setar","Major","UK","Male"
"UK787801_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK249638_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK349080_1","VSCH MJ",5,"Chord","Setar","Major","UK","Male"
"UK774380_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK819618_1","VSCH MJ",1,"Chord","Setar","Major","UK","Male"
"UK40395_2","VSCH MJ",3,"Chord","Setar","Major","UK","Female"
"UK192527_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK668521_2","VSCH MJ",5,"Chord","Setar","Major","UK","Female"
"UK581636_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK812201_2","VSCH MJ",4,"Chord","Setar","Major","UK","Female"
"UK553917_1","VSCH MJ",3,"Chord","Setar","Major","UK","Male"
"UK328873_1","VSCH MJ",4,"Chord","Setar","Major","UK","Male"
"UK869688_1","VSCH MJ",2,"Chord","Setar","Major","UK","Male"
"UK31600_2","VSCH MJ",5,"Chord","Setar","Major","UK","Female"
"MKATLM2407191050","VSCH MN",4,"Chord","Setar","Minor","Kalash","Male"
"MKAJRD2507191630","VSCH MN",2,"Chord","Setar","Minor","Kalash","Male"
"MKAAR0108191730","VSCH MN",3,"Chord","Setar","Minor","Kalash","Male"
"MKASRD0208191600","VSCH MN",2,"Chord","Setar","Minor","Kalash","Male"
"MKAMRJ0308191400","VSCH MN",2,"Chord","Setar","Minor","Kalash","Male"
"FKASHR0408191530","VSCH MN",1,"Chord","Setar","Minor","Kalash","Female"
"MKAFD2707191400","VSCH MN",4,"Chord","Setar","Minor","Kalash","Male"
"MKHMHM1308191130","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKHABD1508191700","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKHMHD1808191600","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKHSHD0608191600","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKAHRV0308190930","VSCH MN",3,"Chord","Setar","Minor","Kalash","Male"
"MKASH2407191700","VSCH MN",2,"Chord","Setar","Minor","Kalash","Male"
"MKAHJZ3107191030","VSCH MN",1,"Chord","Setar","Minor","Kalash","Male"
"MKHTNV2008191100","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKHSFL1008191600","VSCH MN",5,"Chord","Setar","Minor","Khow","Male"
"MKAIKB0208190900","VSCH MN",3,"Chord","Setar","Minor","Kalash","Male"
"MKHAHT0908191130","VSCH MN",5,"Chord","Setar","Minor","Khow","Male"
"MKHKMT1708191330","VSCH MN",2,"Chord","Setar","Minor","Khow","Male"
"MKHMSF1808191730","VSCH MN",1,"Chord","Setar","Minor","Khow","Male"
"MKATRQ0108191500","VSCH MN",3,"Chord","Setar","Minor","Kalash","Male"
"MKARD2607191000","VSCH MN",2,"Chord","Setar","Minor","Kalash","Male"
"MKAZRMT3107191600","VSCH MN",4,"Chord","Setar","Minor","Kalash","Male"
"MKHIHS0908191430","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"FKAGL0308191700","VSCH MN",3,"Chord","Setar","Minor","Kalash","Female"
"MKAZUD0208191230","VSCH MN",2,"Chord","Setar","Minor","Kalash","Male"
"MKHHSN0808191330","VSCH MN",2,"Chord","Setar","Minor","Khow","Male"
"MKHISL0808191645","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKANS2607191200","VSCH MN",3,"Chord","Setar","Minor","Kalash","Male"
"MKAAKH2707191615","VSCH MN",4,"Chord","Setar","Minor","Kalash","Male"
"MKASZD3007190930","VSCH MN",5,"Chord","Setar","Minor","Kalash","Male"
"MKHISQ0708191130","VSCH MN",4,"Chord","Setar","Minor","Khow","Male"
"MKHZHR1008191230","VSCH MN",4,"Chord","Setar","Minor","Khow","Male"
"MKHWL1108191030","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKHMHD0808191100","VSCH MN",5,"Chord","Setar","Minor","Khow","Male"
"MKARMD0408190945","VSCH MN",5,"Chord","Setar","Minor","Kalash","Male"
"MKHNZR1908191345","VSCH MN",2,"Chord","Setar","Minor","Khow","Male"
"MKHISF1408191130","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"MKHRFQ1308191515","VSCH MN",3,"Chord","Setar","Minor","Khow","Male"
"UK629335_1","VSCH MN",2,"Chord","Setar","Minor","UK","Male"
"UK337940_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK395228_2","VSCH MN",3,"Chord","Setar","Minor","UK","Female"
"UK523822_2","VSCH MN",3,"Chord","Setar","Minor","UK","Female"
"UK123046_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK499949_1","VSCH MN",2,"Chord","Setar","Minor","UK","Male"
"UK464301_1","VSCH MN",2,"Chord","Setar","Minor","UK","Male"
"UK361432_2","VSCH MN",2,"Chord","Setar","Minor","UK","Female"
"UK440729_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK386152_1","VSCH MN",2,"Chord","Setar","Minor","UK","Male"
"UK468521_2","VSCH MN",2,"Chord","Setar","Minor","UK","Female"
"UK490419_1","VSCH MN",4,"Chord","Setar","Minor","UK","Male"
"UK207435_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK130640_1","VSCH MN",4,"Chord","Setar","Minor","UK","Male"
"UK328998_2","VSCH MN",3,"Chord","Setar","Minor","UK","Female"
"UK822095_1","VSCH MN",3,"Chord","Setar","Minor","UK","Male"
"UK797077_2","VSCH MN",2,"Chord","Setar","Minor","UK","Female"
"UK81875_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK647420_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK149852_2","VSCH MN",2,"Chord","Setar","Minor","UK","Female"
"UK716863_1","VSCH MN",3,"Chord","Setar","Minor","UK","Male"
"UK338720_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK477753_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK734747_1","VSCH MN",3,"Chord","Setar","Minor","UK","Male"
"UK632976_1","VSCH MN",4,"Chord","Setar","Minor","UK","Male"
"UK559939_1","VSCH MN",3,"Chord","Setar","Minor","UK","Male"
"UK787801_2","VSCH MN",2,"Chord","Setar","Minor","UK","Female"
"UK249638_2","VSCH MN",3,"Chord","Setar","Minor","UK","Female"
"UK349080_1","VSCH MN",4,"Chord","Setar","Minor","UK","Male"
"UK774380_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK819618_1","VSCH MN",3,"Chord","Setar","Minor","UK","Male"
"UK40395_2","VSCH MN",5,"Chord","Setar","Minor","UK","Female"
"UK192527_2","VSCH MN",2,"Chord","Setar","Minor","UK","Female"
"UK668521_2","VSCH MN",4,"Chord","Setar","Minor","UK","Female"
"UK581636_2","VSCH MN",3,"Chord","Setar","Minor","UK","Female"
"UK812201_2","VSCH MN",3,"Chord","Setar","Minor","UK","Female"
"UK553917_1","VSCH MN",4,"Chord","Setar","Minor","UK","Male"
"UK328873_1","VSCH MN",3,"Chord","Setar","Minor","UK","Male"
"UK869688_1","VSCH MN",4,"Chord","Setar","Minor","UK","Male"
"UK31600_2","VSCH MN",5,"Chord","Setar","Minor","UK","Female"
"MKATLM2407191050","VSCH AUG",3,"Chord","Setar","Augm","Kalash","Male"
"MKAJRD2507191630","VSCH AUG",4,"Chord","Setar","Augm","Kalash","Male"
"MKAAR0108191730","VSCH AUG",4,"Chord","Setar","Augm","Kalash","Male"
"MKASRD0208191600","VSCH AUG",2,"Chord","Setar","Augm","Kalash","Male"
"MKAMRJ0308191400","VSCH AUG",1,"Chord","Setar","Augm","Kalash","Male"
"FKASHR0408191530","VSCH AUG",1,"Chord","Setar","Augm","Kalash","Female"
"MKAFD2707191400","VSCH AUG",4,"Chord","Setar","Augm","Kalash","Male"
"MKHMHM1308191130","VSCH AUG",4,"Chord","Setar","Augm","Khow","Male"
"MKHABD1508191700","VSCH AUG",4,"Chord","Setar","Augm","Khow","Male"
"MKHMHD1808191600","VSCH AUG",3,"Chord","Setar","Augm","Khow","Male"
"MKHSHD0608191600","VSCH AUG",4,"Chord","Setar","Augm","Khow","Male"
"MKAHRV0308190930","VSCH AUG",3,"Chord","Setar","Augm","Kalash","Male"
"MKASH2407191700","VSCH AUG",3,"Chord","Setar","Augm","Kalash","Male"
"MKAHJZ3107191030","VSCH AUG",2,"Chord","Setar","Augm","Kalash","Male"
"MKHTNV2008191100","VSCH AUG",2,"Chord","Setar","Augm","Khow","Male"
"MKHSFL1008191600","VSCH AUG",5,"Chord","Setar","Augm","Khow","Male"
"MKAIKB0208190900","VSCH AUG",4,"Chord","Setar","Augm","Kalash","Male"
"MKHAHT0908191130","VSCH AUG",3,"Chord","Setar","Augm","Khow","Male"
"MKHKMT1708191330","VSCH AUG",1,"Chord","Setar","Augm","Khow","Male"
"MKHMSF1808191730","VSCH AUG",2,"Chord","Setar","Augm","Khow","Male"
"MKATRQ0108191500","VSCH AUG",3,"Chord","Setar","Augm","Kalash","Male"
"MKARD2607191000","VSCH AUG",1,"Chord","Setar","Augm","Kalash","Male"
"MKAZRMT3107191600","VSCH AUG",2,"Chord","Setar","Augm","Kalash","Male"
"MKHIHS0908191430","VSCH AUG",3,"Chord","Setar","Augm","Khow","Male"
"FKAGL0308191700","VSCH AUG",3,"Chord","Setar","Augm","Kalash","Female"
"MKAZUD0208191230","VSCH AUG",4,"Chord","Setar","Augm","Kalash","Male"
"MKHHSN0808191330","VSCH AUG",2,"Chord","Setar","Augm","Khow","Male"
"MKHISL0808191645","VSCH AUG",2,"Chord","Setar","Augm","Khow","Male"
"MKANS2607191200","VSCH AUG",2,"Chord","Setar","Augm","Kalash","Male"
"MKAAKH2707191615","VSCH AUG",3,"Chord","Setar","Augm","Kalash","Male"
"MKASZD3007190930","VSCH AUG",2,"Chord","Setar","Augm","Kalash","Male"
"MKHISQ0708191130","VSCH AUG",4,"Chord","Setar","Augm","Khow","Male"
"MKHZHR1008191230","VSCH AUG",3,"Chord","Setar","Augm","Khow","Male"
"MKHWL1108191030","VSCH AUG",1,"Chord","Setar","Augm","Khow","Male"
"MKHMHD0808191100","VSCH AUG",4,"Chord","Setar","Augm","Khow","Male"
"MKARMD0408190945","VSCH AUG",4,"Chord","Setar","Augm","Kalash","Male"
"MKHNZR1908191345","VSCH AUG",2,"Chord","Setar","Augm","Khow","Male"
"MKHISF1408191130","VSCH AUG",2,"Chord","Setar","Augm","Khow","Male"
"MKHRFQ1308191515","VSCH AUG",3,"Chord","Setar","Augm","Khow","Male"
"UK629335_1","VSCH AUG",4,"Chord","Setar","Augm","UK","Male"
"UK337940_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK395228_2","VSCH AUG",1,"Chord","Setar","Augm","UK","Female"
"UK523822_2","VSCH AUG",3,"Chord","Setar","Augm","UK","Female"
"UK123046_2","VSCH AUG",3,"Chord","Setar","Augm","UK","Female"
"UK499949_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK464301_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK361432_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK440729_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK386152_1","VSCH AUG",1,"Chord","Setar","Augm","UK","Male"
"UK468521_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK490419_1","VSCH AUG",3,"Chord","Setar","Augm","UK","Male"
"UK207435_2","VSCH AUG",1,"Chord","Setar","Augm","UK","Female"
"UK130640_1","VSCH AUG",3,"Chord","Setar","Augm","UK","Male"
"UK328998_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK822095_1","VSCH AUG",3,"Chord","Setar","Augm","UK","Male"
"UK797077_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK81875_2","VSCH AUG",4,"Chord","Setar","Augm","UK","Female"
"UK647420_2","VSCH AUG",4,"Chord","Setar","Augm","UK","Female"
"UK149852_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK716863_1","VSCH AUG",4,"Chord","Setar","Augm","UK","Male"
"UK338720_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK477753_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK734747_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK632976_1","VSCH AUG",4,"Chord","Setar","Augm","UK","Male"
"UK559939_1","VSCH AUG",3,"Chord","Setar","Augm","UK","Male"
"UK787801_2","VSCH AUG",1,"Chord","Setar","Augm","UK","Female"
"UK249638_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK349080_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK774380_2","VSCH AUG",3,"Chord","Setar","Augm","UK","Female"
"UK819618_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK40395_2","VSCH AUG",4,"Chord","Setar","Augm","UK","Female"
"UK192527_2","VSCH AUG",2,"Chord","Setar","Augm","UK","Female"
"UK668521_2","VSCH AUG",1,"Chord","Setar","Augm","UK","Female"
"UK581636_2","VSCH AUG",3,"Chord","Setar","Augm","UK","Female"
"UK812201_2","VSCH AUG",3,"Chord","Setar","Augm","UK","Female"
"UK553917_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK328873_1","VSCH AUG",2,"Chord","Setar","Augm","UK","Male"
"UK869688_1","VSCH AUG",1,"Chord","Setar","Augm","UK","Male"
"UK31600_2","VSCH AUG",3,"Chord","Setar","Augm","UK","Female"
"MKATLM2407191050","VSCH CRM",4,"Chord","Setar","Chrom","Kalash","Male"
"MKAJRD2507191630","VSCH CRM",3,"Chord","Setar","Chrom","Kalash","Male"
"MKAAR0108191730","VSCH CRM",3,"Chord","Setar","Chrom","Kalash","Male"
"MKASRD0208191600","VSCH CRM",1,"Chord","Setar","Chrom","Kalash","Male"
"MKAMRJ0308191400","VSCH CRM",2,"Chord","Setar","Chrom","Kalash","Male"
"FKASHR0408191530","VSCH CRM",2,"Chord","Setar","Chrom","Kalash","Female"
"MKAFD2707191400","VSCH CRM",2,"Chord","Setar","Chrom","Kalash","Male"
"MKHMHM1308191130","VSCH CRM",4,"Chord","Setar","Chrom","Khow","Male"
"MKHABD1508191700","VSCH CRM",3,"Chord","Setar","Chrom","Khow","Male"
"MKHMHD1808191600","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKHSHD0608191600","VSCH CRM",1,"Chord","Setar","Chrom","Khow","Male"
"MKAHRV0308190930","VSCH CRM",3,"Chord","Setar","Chrom","Kalash","Male"
"MKASH2407191700","VSCH CRM",1,"Chord","Setar","Chrom","Kalash","Male"
"MKAHJZ3107191030","VSCH CRM",2,"Chord","Setar","Chrom","Kalash","Male"
"MKHTNV2008191100","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKHSFL1008191600","VSCH CRM",5,"Chord","Setar","Chrom","Khow","Male"
"MKAIKB0208190900","VSCH CRM",2,"Chord","Setar","Chrom","Kalash","Male"
"MKHAHT0908191130","VSCH CRM",4,"Chord","Setar","Chrom","Khow","Male"
"MKHKMT1708191330","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKHMSF1808191730","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKATRQ0108191500","VSCH CRM",5,"Chord","Setar","Chrom","Kalash","Male"
"MKARD2607191000","VSCH CRM",4,"Chord","Setar","Chrom","Kalash","Male"
"MKAZRMT3107191600","VSCH CRM",3,"Chord","Setar","Chrom","Kalash","Male"
"MKHIHS0908191430","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"FKAGL0308191700","VSCH CRM",4,"Chord","Setar","Chrom","Kalash","Female"
"MKAZUD0208191230","VSCH CRM",5,"Chord","Setar","Chrom","Kalash","Male"
"MKHHSN0808191330","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKHISL0808191645","VSCH CRM",1,"Chord","Setar","Chrom","Khow","Male"
"MKANS2607191200","VSCH CRM",3,"Chord","Setar","Chrom","Kalash","Male"
"MKAAKH2707191615","VSCH CRM",2,"Chord","Setar","Chrom","Kalash","Male"
"MKASZD3007190930","VSCH CRM",3,"Chord","Setar","Chrom","Kalash","Male"
"MKHISQ0708191130","VSCH CRM",3,"Chord","Setar","Chrom","Khow","Male"
"MKHZHR1008191230","VSCH CRM",3,"Chord","Setar","Chrom","Khow","Male"
"MKHWL1108191030","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKHMHD0808191100","VSCH CRM",3,"Chord","Setar","Chrom","Khow","Male"
"MKARMD0408190945","VSCH CRM",1,"Chord","Setar","Chrom","Kalash","Male"
"MKHNZR1908191345","VSCH CRM",1,"Chord","Setar","Chrom","Khow","Male"
"MKHISF1408191130","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"MKHRFQ1308191515","VSCH CRM",2,"Chord","Setar","Chrom","Khow","Male"
"UK629335_1","VSCH CRM",2,"Chord","Setar","Chrom","UK","Male"
"UK337940_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK395228_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK523822_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK123046_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK499949_1","VSCH CRM",2,"Chord","Setar","Chrom","UK","Male"
"UK464301_1","VSCH CRM",1,"Chord","Setar","Chrom","UK","Male"
"UK361432_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK440729_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK386152_1","VSCH CRM",1,"Chord","Setar","Chrom","UK","Male"
"UK468521_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK490419_1","VSCH CRM",4,"Chord","Setar","Chrom","UK","Male"
"UK207435_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK130640_1","VSCH CRM",5,"Chord","Setar","Chrom","UK","Male"
"UK328998_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK822095_1","VSCH CRM",2,"Chord","Setar","Chrom","UK","Male"
"UK797077_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK81875_2","VSCH CRM",3,"Chord","Setar","Chrom","UK","Female"
"UK647420_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK149852_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK716863_1","VSCH CRM",2,"Chord","Setar","Chrom","UK","Male"
"UK338720_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK477753_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK734747_1","VSCH CRM",2,"Chord","Setar","Chrom","UK","Male"
"UK632976_1","VSCH CRM",3,"Chord","Setar","Chrom","UK","Male"
"UK559939_1","VSCH CRM",4,"Chord","Setar","Chrom","UK","Male"
"UK787801_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK249638_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK349080_1","VSCH CRM",1,"Chord","Setar","Chrom","UK","Male"
"UK774380_2","VSCH CRM",4,"Chord","Setar","Chrom","UK","Female"
"UK819618_1","VSCH CRM",3,"Chord","Setar","Chrom","UK","Male"
"UK40395_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK192527_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK668521_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"UK581636_2","VSCH CRM",2,"Chord","Setar","Chrom","UK","Female"
"UK812201_2","VSCH CRM",4,"Chord","Setar","Chrom","UK","Female"
"UK553917_1","VSCH CRM",3,"Chord","Setar","Chrom","UK","Male"
"UK328873_1","VSCH CRM",2,"Chord","Setar","Chrom","UK","Male"
"UK869688_1","VSCH CRM",1,"Chord","Setar","Chrom","UK","Male"
"UK31600_2","VSCH CRM",1,"Chord","Setar","Chrom","UK","Female"
"MKATLM2407191050","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKAJRD2507191630","VSARP MJ",4,"Arpeg","Setar","Major","Kalash","Male"
"MKAAR0108191730","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKASRD0208191600","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKAMRJ0308191400","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"FKASHR0408191530","VSARP MJ",4,"Arpeg","Setar","Major","Kalash","Female"
"MKAFD2707191400","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKHMHM1308191130","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKHABD1508191700","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKHMHD1808191600","VSARP MJ",4,"Arpeg","Setar","Major","Khow","Male"
"MKHSHD0608191600","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKAHRV0308190930","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKASH2407191700","VSARP MJ",4,"Arpeg","Setar","Major","Kalash","Male"
"MKAHJZ3107191030","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKHTNV2008191100","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKHSFL1008191600","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKAIKB0208190900","VSARP MJ",2,"Arpeg","Setar","Major","Kalash","Male"
"MKHAHT0908191130","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKHKMT1708191330","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKHMSF1808191730","VSARP MJ",4,"Arpeg","Setar","Major","Khow","Male"
"MKATRQ0108191500","VSARP MJ",1,"Arpeg","Setar","Major","Kalash","Male"
"MKARD2607191000","VSARP MJ",4,"Arpeg","Setar","Major","Kalash","Male"
"MKAZRMT3107191600","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKHIHS0908191430","VSARP MJ",4,"Arpeg","Setar","Major","Khow","Male"
"FKAGL0308191700","VSARP MJ",2,"Arpeg","Setar","Major","Kalash","Female"
"MKAZUD0208191230","VSARP MJ",2,"Arpeg","Setar","Major","Kalash","Male"
"MKHHSN0808191330","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKHISL0808191645","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKANS2607191200","VSARP MJ",1,"Arpeg","Setar","Major","Kalash","Male"
"MKAAKH2707191615","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKASZD3007190930","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKHISQ0708191130","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKHZHR1008191230","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKHWL1108191030","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKHMHD0808191100","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKARMD0408190945","VSARP MJ",3,"Arpeg","Setar","Major","Kalash","Male"
"MKHNZR1908191345","VSARP MJ",3,"Arpeg","Setar","Major","Khow","Male"
"MKHISF1408191130","VSARP MJ",2,"Arpeg","Setar","Major","Khow","Male"
"MKHRFQ1308191515","VSARP MJ",4,"Arpeg","Setar","Major","Khow","Male"
"UK629335_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK337940_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK395228_2","VSARP MJ",5,"Arpeg","Setar","Major","UK","Female"
"UK523822_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK123046_2","VSARP MJ",5,"Arpeg","Setar","Major","UK","Female"
"UK499949_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK464301_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK361432_2","VSARP MJ",3,"Arpeg","Setar","Major","UK","Female"
"UK440729_2","VSARP MJ",3,"Arpeg","Setar","Major","UK","Female"
"UK386152_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK468521_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK490419_1","VSARP MJ",3,"Arpeg","Setar","Major","UK","Male"
"UK207435_2","VSARP MJ",5,"Arpeg","Setar","Major","UK","Female"
"UK130640_1","VSARP MJ",3,"Arpeg","Setar","Major","UK","Male"
"UK328998_2","VSARP MJ",3,"Arpeg","Setar","Major","UK","Female"
"UK822095_1","VSARP MJ",5,"Arpeg","Setar","Major","UK","Male"
"UK797077_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK81875_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK647420_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK149852_2","VSARP MJ",3,"Arpeg","Setar","Major","UK","Female"
"UK716863_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK338720_2","VSARP MJ",3,"Arpeg","Setar","Major","UK","Female"
"UK477753_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK734747_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK632976_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK559939_1","VSARP MJ",3,"Arpeg","Setar","Major","UK","Male"
"UK787801_2","VSARP MJ",5,"Arpeg","Setar","Major","UK","Female"
"UK249638_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK349080_1","VSARP MJ",4,"Arpeg","Setar","Major","UK","Male"
"UK774380_2","VSARP MJ",4,"Arpeg","Setar","Major","UK","Female"
"UK819618_1","VSARP MJ",2,"Arpeg","Setar","Major","UK","Male"
